_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
77,0.039313,0.031208,0.040554,0.030354,0.02328,0.059312,0.061506,0.058755,0.06015,0.060078,0.688909,0.69813,0.692371,0.700332,0.703125,0.021961,0.021995,0.022014,0.021988,0.022061,0.01989,0.020218,0.020678,0.020179,0.020725
78,0.056677,0.041299,0.00762,0.028593,0.024362,0.055399,0.059657,0.055454,0.054036,0.056277,0.686329,0.683433,0.688519,0.678452,0.676963,0.021977,0.021973,0.022073,0.022049,0.022005,0.019958,0.020398,0.020819,0.020276,0.020687
79,0.057761,0.044091,0.027545,0.055004,0.031951,0.059344,0.055491,0.054127,0.059119,0.059964,0.672542,0.666947,0.66702,0.669917,0.67182,0.021884,0.02196,0.022023,0.021965,0.021991,0.019732,0.020276,0.020695,0.020265,0.020616
80,0.029387,0.032801,0.035091,0.02315,0.038891,0.050692,0.054507,0.053843,0.050881,0.052614,0.686127,0.694324,0.694966,0.686899,0.690993,0.022024,0.022,0.022051,0.022015,0.02209,0.020001,0.020233,0.020629,0.020138,0.020784
81,0.035434,0.023003,0.01281,0.019746,0.016307,0.051876,0.052076,0.0466,0.050274,0.051211,0.687612,0.669358,0.672067,0.666567,0.683783,0.021999,0.022034,0.022065,0.022041,0.022022,0.019902,0.020318,0.020722,0.020333,0.020626
82,0.043954,0.03665,0.033046,0.064772,0.043121,0.057788,0.062453,0.054038,0.058586,0.061248,0.679029,0.665493,0.66935,0.666239,0.667176,0.021961,0.021887,0.021983,0.021909,0.021937,0.019771,0.020172,0.020538,0.020057,0.020511
83,0.017314,0.042283,0.022072,0.037971,0.012858,0.058055,0.059361,0.061731,0.056914,0.055632,0.692651,0.675528,0.686999,0.67867,0.684849,0.021995,0.021983,0.02205,0.021984,0.022068,0.019985,0.020399,0.020793,0.020196,0.02083
84,0.033877,0.019893,0.040497,0.015099,0.027021,0.055123,0.05437,0.056484,0.0481,0.053459,0.685947,0.677357,0.681666,0.675667,0.680631,0.021963,0.022055,0.022002,0.022076,0.022018,0.019979,0.020421,0.020709,0.020426,0.020601
85,0.033859,0.039849,0.024391,0.035096,0.01728,0.058493,0.065029,0.054692,0.058408,0.054586,0.67245,0.680285,0.673142,0.672268,0.678984,0.0219,0.021962,0.022026,0.021957,0.022029,0.019878,0.020385,0.020808,0.020298,0.02085
86,0.029965,0.003704,0.013091,0.0158,0.004444,0.057342,0.051521,0.052998,0.052425,0.052576,0.684809,0.673983,0.675602,0.668924,0.67404,0.021952,0.022026,0.022036,0.022006,0.022034,0.019699,0.020389,0.020635,0.020191,0.020726
87,0.044552,0.047247,0.042887,0.049601,0.024333,0.059388,0.05525,0.061874,0.054381,0.059001,0.68949,0.691406,0.694774,0.679139,0.679765,0.021988,0.022011,0.022043,0.021997,0.021978,0.019968,0.02029,0.020814,0.020208,0.020577
88,0.037982,0.025881,0.045687,0.051388,0.048863,0.052973,0.056468,0.065536,0.053752,0.061492,0.675725,0.68526,0.684177,0.672609,0.669907,0.021994,0.022056,0.021921,0.022014,0.021929,0.019756,0.020433,0.020452,0.020312,0.020432
89,0.04244,0.034197,0.0255,0.043288,0.03108,0.055048,0.053643,0.058231,0.056694,0.052519,0.680908,0.66663,0.67953,0.65177,0.666142,0.021968,0.021969,0.021953,0.021979,0.021982,0.019716,0.02027,0.020573,0.020089,0.020324
