_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
76,0.399596,0.332429,0.41449,0.322186,0.410443,0.394052,0.262449,0.405607,0.273464,0.402894,0.890489,0.866713,0.896842,0.870175,0.896446,0.017001,0.019245,0.016959,0.01913,0.01685,0.013675,0.013301,0.014065,0.013269,0.014255
77,0.428045,0.301375,0.42959,0.293995,0.429194,0.396833,0.223857,0.39936,0.222143,0.400269,0.898208,0.867575,0.902765,0.868425,0.901889,0.01704,0.020168,0.017057,0.020099,0.017068,0.012798,0.014218,0.013818,0.013977,0.013415
78,0.425166,0.336436,0.414295,0.3447,0.416359,0.417276,0.256663,0.41835,0.257833,0.420467,0.902696,0.877644,0.906794,0.877584,0.907952,0.016655,0.019326,0.016922,0.019277,0.016731,0.01292,0.01363,0.013767,0.01335,0.013987
79,0.417118,0.325027,0.417603,0.302713,0.407393,0.40647,0.248664,0.404981,0.241491,0.403611,0.894708,0.87133,0.8983,0.869251,0.899005,0.01694,0.01951,0.016928,0.019551,0.017014,0.013534,0.013206,0.01368,0.013349,0.013682
80,0.448988,0.328382,0.443724,0.325739,0.458933,0.416769,0.252861,0.414252,0.253042,0.414554,0.900141,0.87012,0.900767,0.868809,0.901089,0.016481,0.019487,0.016616,0.019404,0.016652,0.0132,0.013974,0.013716,0.013188,0.013402
81,0.422066,0.304115,0.421633,0.293098,0.420116,0.405715,0.222375,0.406993,0.217297,0.403345,0.892522,0.868086,0.893514,0.869314,0.894173,0.016796,0.020114,0.016921,0.020175,0.016919,0.013028,0.013961,0.013433,0.014349,0.01364
82,0.444365,0.309362,0.422839,0.32869,0.401001,0.419004,0.244435,0.424263,0.244248,0.420585,0.894691,0.86904,0.896862,0.868546,0.898204,0.016727,0.019523,0.016612,0.019583,0.016639,0.012996,0.013251,0.013815,0.01349,0.01328
83,0.411423,0.304814,0.432873,0.315641,0.418975,0.40177,0.235934,0.407001,0.232152,0.408241,0.896606,0.865854,0.900874,0.864995,0.901924,0.016876,0.019813,0.016882,0.019885,0.016743,0.013476,0.013467,0.013513,0.013786,0.013239
84,0.440046,0.313351,0.428281,0.334834,0.436883,0.426784,0.243161,0.42397,0.244521,0.421129,0.892414,0.867056,0.897446,0.8643,0.897693,0.016378,0.019569,0.016646,0.019433,0.016739,0.012817,0.012918,0.013084,0.012872,0.013123
85,0.433244,0.32845,0.420838,0.311041,0.413548,0.416848,0.245042,0.420311,0.246066,0.421976,0.893717,0.875813,0.900738,0.8749,0.901812,0.016756,0.019545,0.016725,0.019677,0.016805,0.013462,0.013212,0.013337,0.013206,0.013498
86,0.397803,0.31721,0.399589,0.323253,0.397269,0.387019,0.237786,0.387403,0.235313,0.383059,0.89613,0.86618,0.900663,0.865787,0.898078,0.017316,0.019709,0.017309,0.019697,0.017259,0.013692,0.013016,0.013615,0.012964,0.013605
87,0.433312,0.351386,0.435971,0.34112,0.424072,0.409306,0.271089,0.414152,0.27204,0.410575,0.898907,0.875138,0.902165,0.874429,0.902493,0.016885,0.019068,0.016875,0.019085,0.016969,0.013557,0.012583,0.013582,0.012644,0.013888
88,0.424503,0.350605,0.435419,0.35486,0.434612,0.425757,0.278102,0.431514,0.276084,0.437915,0.897431,0.876272,0.903411,0.875121,0.903091,0.016462,0.018914,0.01635,0.018849,0.016185,0.013186,0.012328,0.012502,0.012822,0.012701
