_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
78,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
79,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
80,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
81,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
82,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
83,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
84,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
85,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
86,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
87,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
88,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
89,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
90,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
91,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
92,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
93,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
94,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
95,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
96,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
97,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
98,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
99,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
100,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
