,,,,AUPRC,AUPRC,AUPRC,AUROC,AUROC,AUROC,Brier,Brier,Brier,ECE,ECE,ECE,f1,f1,f1
Set,,,,F,O,OF,F,O,OF,F,O,OF,F,O,OF,F,O,OF
DAG,k,Model,Feature,,,,,,,,,,,,,,,
NOTEARS,9,Logit,mw,0.05460701946242227,,0.13592391235102813,0.7275693942275696,,0.8501326040006365,0.22180853458401426,,0.17115234151607356,0.42836751253530475,,0.33306801526531754,0.07527500403590523,,0.11675413342644143
NOTEARS,9,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,9,RandomForest,m,0.38163183676822526,,0.46443179012032487,0.8990767404468508,,0.9161165859141578,0.017032034523562774,,0.01563709407391741,0.00585939264371007,,0.00473854843106581,0.2279071773636991,,0.32216826854386216
NOTEARS,9,RandomForest,m+mw,0.38031378991755355,,0.45639730370196974,0.8967564881753874,,0.9106075051222471,0.01701116832329967,,0.01574633573436287,0.006198959071907243,,0.005231718537220373,0.22805010477826654,,0.3145086644666607
NOTEARS,9,RandomForest,mw,0.3779749558297111,,0.46789210553375815,0.90072222744939,,0.9162789807141033,0.017061449757474215,,0.015634160811807615,0.0061539843756838655,,0.004889756863031977,0.22703787120768754,,0.3276545439993281
NOTEARS,9,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,9,XGBoost,m,0.42342069460555887,,0.5249893898540744,0.9117250324088598,,0.9254722751774368,0.016316447453861297,,0.014624640684332746,0.00895338039503539,,0.009536166835133328,0.33055429849621876,,0.45870005005172
NOTEARS,9,XGBoost,m+mw,0.4173370995496116,,0.5201021911221784,0.9097611856526626,,0.9251331951968798,0.01647773370877222,,0.014705629409419293,0.009607856227050366,,0.009803927562943541,0.34611916408142246,,0.4576187197627988
NOTEARS,9,XGBoost,mw,0.4218672074635362,,0.5251716721373262,0.910527190674367,,0.9260653845055156,0.01638757821265516,,0.014495813305790983,0.008956514201431062,,0.009755152310898985,0.33245665832853677,,0.47426594301751024
NOTEARS,9,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
